Nature juridique du bénéficiaire;empty;empty;empty;Rattachement d'un operateur;empty;Bénéficiaire de la taxe;empty;Taxe affectée;empty;empty;empty;empty;empty;empty;empty;empty;empty;empty;Référence juridique
Secteur local;Communes;Commune et commune nouvelle;;;;141.0;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part intercommunale;180.0;Taxe communale sur la consommation finale d'électricité (TCFE);19211201.0;;;19211201.0;;;23912987.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;180034027.0;Immigration, asile et intégration;104 Intégration et accès à la nationalité française;42.0;OFII - Office français de l'immigration et de l'intégration;206.0;Redevance perçue à l’occasion de l’introduction des familles étrangères en France;800000.0;;;800000.0;;;800000.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;301365847.0;;;59.0;Etablissement public foncier de Grand-Est;20.0;Taxes spéciales d'équipement;9480000.0;9480000.0;0.0;10531000.0;10531000.0;0.0;11031000.0;11031000.0;0.0;LFR-I 2014 et de la LFI 2015
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;;;;116.0;"CCMSA (non salariés-maladie, non salariés-RCO et salariés), CNAMTS, CNAF, autres régimes de sécurité sociale, CNSA, FCAATA, Fonds CMU-C jusqu'en 2016; CNAMTS et RAVGDT en 2017";134.0;Droits de consommation sur les tabacs;13558609069.0;;;13558609069.0;;;13398481972.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;180092553.0;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;18.0;AFITF - Agence de financement des infrastructures de transport de France;27.0;Taxe due par les concessionnaires d'autoroutes;655000000.0;566667000.0;88333000.0;680000000.0;566667000.0;113333000.0;566667000.0;566667000.0;0.0;LFI 2012
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;137.0;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part intercommunale;176.0;Prélèvement progressif sur le produit des jeux dans les casinos au profit des communes;1500000.0;;;1500000.0;;;0.0;;;
Autres bénéficiaires;Associations;Association déclarée;;;;174.0;Personne publique assurant la gestion de l'espace naturel protégé concerné ou la commune d'implantation de l'espace naturel protégé;234.0;Taxe sur les passagers maritimes embarqués à destination d'espaces naturels protégés;3600000.0;;;3600000.0;;;3600000.0;;;
Autres bénéficiaires;Associations;Association déclarée;784360653.0;;;187.0;UCF CIBTP - Union des caisses de France;263.0;Cotisation BTP intempéries;128325577.0;;;128325577.0;;;128325577.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;;;;8.0;FSD - Fonds de solidarité pour le développement géré par l'Agence française de développement (AFD) - suivi MAED;12.0;Taxe de solidarité sur les billets d'avion;210000000.0;210000000.0;0.0;210000000.0;210000000.0;0.0;210000000.0;210000000.0;0.0;LFI 2014
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445.0;;;100.0;"FCATA (Fonds commun des accidents du travail agricole) jusqu'en 2016; CCMSA en 2017";112.0;Contribution forfaitaire des organismes assureurs et contribution forfaitaire des organismes participant à la gestion du régime prévu par la loi n° 2001-1128 du 30 novembre 2001;4200000.0;;;3800000.0;;;4200000.0;;;
Secteur local;Organismes consulaires;Organisme consulaire;;;;31.0;CRMA (incl. Alsace et Moselle);247.0;Participation au financement de la formation- Fraction affectée aux CMA pour leurs actions de formation;31000000.0;39869000.0;0.0;;;;;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;775691744.0;;;5.0;CTCPA - Centre technique de la conservation des produits agricoles;8.0;Taxe pour le développement de l'industrie de la conservation des produits agricoles (CTCPA);2750000.0;2900000.0;0.0;2750000.0;2900000.0;0.0;2750000.0;2900000.0;0.0;LFI 2012
Secteur local;Régions;Région;;;;177.0;Régions de la Guadeloupe, de la Martinique, de la Guyane et de la Réunion;240.0;Droits assimilés au droit d'octroi de mer sur les rhums et spiritueux à base d'alcool de cru;3802982.0;;;3802982.0;;;4785695.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;129.0;Communes;160.0;Imposition forfaitaire annuelle sur les pylônes;278337236.0;;;293339016.0;;;338103542.0;;;
Secteur local;Départements;Département;;;;147.0;Départements (part départementale);195.0;Taxe intérieure de consommation sur les produits énergétique (TICPE) - Fractions transférées en compensation du transfert du RMI/RSA et dans le cadre de l'acte II de la décentralisation;5102000000.0;;;5102000000.0;;;3693651478.0;;;
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;130022338.0;;;92.0;ANSP - Agence nationale de santé publique;14.0;Fraction des Prélèvements sociaux sur les jeux prévus aux art. L137-20 à L137-22 du Code de la sécurité sociale;5000000.0;5000000.0;0.0;5000000.0;5000000.0;0.0;5273645.0;5000000.0;273645.0;LFI 2012
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;;;;40.0;FSD - Fonds de solidarité pour le développement géré par l'Agence française de développement (AFD) - suivi MEF;13.0;Taxe sur les transactions financières - fraction affectée de la ressource État;;;;0.0;251000000.0;0.0;251000000.0;251000000.0;0.0;LFI 2013 et de la LFR-III 2012
Secteur local;Départements;Département;;;;147.0;Départements (part départementale);193.0;Taxe additionnelle départementale à la taxe de séjour;18668885.0;;;18668885.0;;;55067684.0;;;
Secteur local;Départements;Département;;;;147.0;Départements (part départementale);200.0;Taxe départementale des espaces naturels sensibles;;;;;;;;;;
Organismes d'administration centrale;Autres personnes morales de droit public dépendant de l'Etat;Autorité administrative indépendante;130005374.0;;;170.0;H3C - Haut conseil du commissariat aux comptes;39.0;Contribution annuelle acquittée par les personnes inscrites comme commissaires aux comptes, et droit fixe sur chaque rapport de certification des comptes, et contribution de la compagnie nationale des commissaires aux comptes;16326000.0;19400000.0;0.0;16120000.0;19400000.0;0.0;16000000.0;19400000.0;0.0;LFR 2017 et LFI 2018
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;130012024.0;Agriculture, alimentation, forêt et affaires rurales;206 Sécurité et qualité sanitaires de l'alimentation;1.0;ANSéS - Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail;73.0;Taxe liée aux dossiers de demande concernant les médicaments vétérinaires ou leur publicité;4300000.0;4000000.0;300000.0;4300000.0;4000000.0;300000.0;4300000.0;4000000.0;300000.0;LFR 2016 et LFI 2017
Secteur local;Départements;Département;;;;147.0;Départements (part départementale);192.0;Droits départementaux d'enregistrement sur les mutations à titre onéreux d'immeubles;0.0;;;0.0;;;499596734.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;141.0;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part intercommunale;178.0;Redevances communale et départementale des mines;807209.0;;;807209.0;;;12330213.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;495120008.0;;;68.0;Etablissement public foncier de la région Ile-de-France;20.0;Taxes spéciales d'équipement;137046000.0;141226000.0;0.0;139136000.0;139136000.0;0.0;139136000.0;139136000.0;0.0;LFR-I 2014 et de la LFI 2015
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;211.0;3CABTP et OPCO Constructys;288.0;Contribution spécifique pour le développement de la formation professionnelle initiale et continue dans les métiers des professions du bâtiment et des travaux publics.;49600000.0;;;51534400.0;;;131500000.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;451440275.0;;;66.0;Etablissement public foncier local du département de la Haute-Savoie;20.0;Taxes spéciales d'équipement;6150000.0;;;7005000.0;;;7005000.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;507817161.0;;;82.0;Etablissement public foncier local de Montauban;20.0;Taxes spéciales d'équipement;600000.0;;;579154.0;;;579154.0;;;
Autres bénéficiaires;Associations;Association déclarée;775671878.0;;;206.0;UNEDIC;136.0;Contribution sociale généralisée (CSG);15831000000.0;;;16441000000.0;;;17800000000.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445.0;;;101.0;CCMSA - non salariés branche vieillesse;109.0;Cotisation spéciale sur les boissons alcooliques;752724895.0;;;762244125.0;;;751000000.0;;;
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;218.0;FFDI - Fonds de financement des dossiers impécunieux;291.0;Quote-part des intérêts servis par la Caisse des dépôts et consignations sur les fonds déposés;;;;0.0;;;0.0;;;
Secteur local;Régions;Région;232000018.0;;;127.0;Collectivité territoriale de Corse et Conservatoire de l'espace littoral, de 2007 à 2011;168.0;"Droit annuel de francisation et de navigation en Corse; droit de passeport en Corse";4694040.0;;;4694040.0;;;4612933.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035032.0;;;126.0;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";142.0;Contribution sur les indemnités de mise à la retraite;29770006.0;;;29770006.0;;;33805744.0;;;
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;214.0;Comités régionaux des pêches maritimes et des élevages marins;290.0;Taxe sur les installations de production d'électricité utilisant l'énergie mécanique du vent situées dans les eaux intérieures ou la mer territoriale;;;;0.0;;;0.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;507679033.0;;;81.0;Etablissement public foncier local Alsace (ex du Bas Rhin);20.0;Taxes spéciales d'équipement;6300000.0;;;7175340.0;;;71753400.0;;;
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;149.0;Personnes publiques ou privées exploitant des aérodromes dont le trafic embarqué ou débarqué s'élève au cours de la dernière année civile connue à plus de 5000 unités de trafic (UDT);201.0;Taxe d'aéroport;795100000.0;;;933000000.0;;;1045000000.0;;;
Secteur local;Régions;Région;;;;156.0;Régions;214.0;Taxe sur les certificats d'immatriculation des véhicules (cartes grises);2312894121.0;;;2440103298.0;;;1884291263.0;;;
Secteur local;Établissement public administratif local;(Autre) Établissement public administratif local;;;;113.0;Centres de gestion de la fonction publique territoriale;129.0;Cotisation obligatoire;174619765.0;;;178415402.0;;;182875787.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;180067027.0;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;47.0;ANAH - Agence nationale de l'habitat;251.0;"Recettes issues de la mise aux enchères des ""quotas carbone""";1884000000.0;481000000.0;1403000000.0;2400000000.0;700000000.0;1700000000.0;2400000000.0;700000000.0;1700000000.0;LFI 2019
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;514185792.0;;;79.0;Etablissement public foncier de Bretagne;20.0;Taxes spéciales d'équipement;10893000.0;7751000.0;3142000.0;7838000.0;7838000.0;0.0;7838000.0;7838000.0;0.0;LFR-I 2014 et de la LFI 2015
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;493023329.0;;;75.0;Etablissement public foncier local de Perpignan-Méditerranée;20.0;Taxes spéciales d'équipement;2775000.0;;;2248000.0;;;2248000.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;;;;124.0;Caisse nationale des allocations familiales [pour le restant des prélèvements];14.0;Fraction des Prélèvements sociaux sur les jeux prévus aux art. L137-20 à L137-22 du Code de la sécurité sociale;361579741.0;;;361579741.0;;;381368911.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;130024565.0;Travail et emploi;103 Accompagnement des mutations économiques et développement de l'emploi;189.0;France Compétences;212.0;PEFPC : Participation au financement de la formation des professions non salariées (Peche et culture) correspondant au minimum à 0,15% au du montant annuel du plafond de la SS;429755.0;;;1205600.0;;;1205600.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;;;;34.0;CTI de l'Industrie : CT des indus. mécaniques (CETIM), CT de l'industrie du décolletage (CTDEC), CTI de la construction métallique (CTICM), CT des indus. aérauliques et thermiques (CETIAT), et Institut de Soudure;45.0;Taxe sur les produits de la fonderie;;;;5450000.0;;;5450000.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024.0;;;99.0;CNAMTS;104.0;Contribution due par les entreprises exploitant des médicaments bénéficiant d'une AMM / Contribution sur le chiffre d'affaires des entreprises exploitant une ou plusieurs spécialités pharmaceutiques;480664312.0;;;507100849.0;;;588141096.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Exploitant public;;;;44.0;FNAL - Fonds national d'aide au logement;63.0;Taxe sur les plus-values immobilières (PVI) autres que terrains à bâtir;;;;;;;;;;
Autres bénéficiaires;Associations;Association déclarée;775682321.0;;;112.0;Comité de gestion des œuvres sociales des personnels hospitaliers (CGOS);129.0;Cotisation obligatoire;474950000.0;;;482000000.0;;;490000000.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;144.0;Communes ou Groupements de communes (parts communale et intercommunale);187.0;Taxes locales d'équipement;25255629.0;;;25255629.0;;;17454874.0;;;
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;213.0;Comité national des pêches maritimes et des élevages marins;290.0;Taxe sur les installations de production d'électricité utilisant l'énergie mécanique du vent situées dans les eaux intérieures ou la mer territoriale;;;;0.0;;;0.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;130006372.0;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;7.0;ASP - Agence de services et de paiement;10.0;Taxe sur la cession à titre onéreux des terrains nus ou des droits relatifs à des terrains nus rendus constructibles du fait de leur classement;24000000.0;12000000.0;12000000.0;24000000.0;12000000.0;12000000.0;24000000.0;12000000.0;12000000.0;LFI 2013 et de la LFR-III 2012
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;;;;27.0;"CTI de la filière Bois - Comité professionnel de développement des industries françaises de l'ameublement et du bois (CODIFAB); Institut technologique FCBA (Filière cellulose, bois, ameublement); Centre technique de la mécanique (CETIM)";35.0;Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois;15100000.0;;;15100000.0;;;15100000.0;;;
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;130020621.0;;;165.0;Fonds d'indemnisation de la profession d'avoués près les cours d'appel;225.0;Droit affecté au fonds d’indemnisation de la profession d’avoués près les cours d’appel;26503269.0;;;26983448.0;;;28824881.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;129.0;Communes;165.0;Taxe locale sur la publicité extérieure;193917022.0;;;193917022.0;;;227335398.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;180020174.0;;;96.0;Caisse d'amortissement de la dette sociale (CADES);96.0;Contributions pour le remboursement de la dette sociale (CRDS);8372000000.0;;;8716000000.0;;;8510000000.0;;;
Secteur local;Départements;Département;;;;147.0;Départements (part départementale);197.0;Taxe départementale de publicité foncière sur les mutations à titres onéreux;16184669586.0;;;14566202627.0;;;15661339633.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;130003262.0;Administration générale et territoriale de l'État;354 Administration territoriale de l'État;41.0;ANTS - Agence nationale des titres sécurisés;54.0;Fraction des droits de timbre sur les passeports sécurisés;291900000.0;172060000.0;119840000.0;297900000.0;193234000.0;104666000.0;463660000.0;217043401.0;246616599.0;LFI 2012
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024.0;;;99.0;CNAMTS;99.0;Droit de licence sur la rémunération des débitants de tabacs;369330712.0;;;369330712.0;;;364506202.0;;;
Secteur local;Départements;Département;;;;204.0;Départements et métropole de Lyon;181.0;Taxe départementale sur la consommation finale d'électricité (TCFE);722971545.0;;;722971545.0;;;1053388916.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime spécial de Sécurité Sociale;784275919.0;;;98.0;CNBF - Caisse nationale des barreaux français;148.0;Droits de plaidoirie;4802000.0;;;4802000.0;;;4000000.0;;;
Organismes d'administration centrale;Autres personnes morales de droit public dépendant de l'Etat;Autorité administrative indépendante;110000239.0;;;38.0;AMF - Autorité des marchés financiers;48.0;Droits et contributions pour frais de contrôle;118500000.0;106000000.0;12500000.0;118600000.0;114500000.0;4100000.0;132389000.0;121000000.0;11389000.0;LFI 2014
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;212.0;Caisse des dépôts et des consignations;289.0;Solde de la taxe d'apprentissage après prise en compte des versements directs des entreprises mentionnés au II de l'article L. 6241-2;500000000.0;;;515000000.0;;;541780000.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;487899056.0;;;72.0;Etablissement public foncier local de la Savoie;20.0;Taxes spéciales d'équipement;3675000.0;;;3710480.0;;;3710480.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445.0;;;101.0;CCMSA - non salariés branche vieillesse;116.0;Droit sur les bières et les boissons non alcoolisées;1134965012.0;;;1179329637.0;;;1158000000.0;;;
Secteur local;Régions;Région;;;;156.0;Régions;213.0;Taxe sur les permis de conduire;50376.0;;;50376.0;;;45663.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle;824541148.0;;;57.0;Action Logement Services;81.0;Participation des employeurs à l'effort de construction (PEEC);1745000000.0;;;1860000000.0;;;1966000000.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035065.0;;;111.0;CNAF;124.0;Contributions patronales et salariales sur les attributions d’options (stock-options) de souscription ou d’achat des actions et sur les attributions gratuites;880730290.0;;;921251122.0;;;912051654.0;;;
Secteur local;Régions;Région;239730013.0;;;175.0;Région de la Guyane;235.0;Taxe due par les concessionnaires de mines d'or, les amodiataires des concessions de mines d'or et les titulaires de permis et d'autorisations d'exploitation de mines d'or exploitées en Guyane (taxe additionnelle aurifère);0.0;;;0.0;;;606216.0;;;
Organismes d'administration centrale;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère scientifique culturel et professionnel;;;;182.0;Etablissements publics d'enseignement supérieur, établissements mentionnés aux articles L. 443-1 et L. 753-1 du code de l’éducation ou à l'article L. 1431-1 du code général des collectivités territoriales dispensant des formations initiales d'enseignement supérieur, établissements d'enseignement supérieur privés d'intérêt général et centres régionaux des œuvres universitaires et scolaires;252.0;Contribution vie étudiante et campus;164350000.0;165000000.0;0.0;174700000.0;177000000.0;0.0;170200000.0;177000000.0;0.0;LFI 2019
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;180092553.0;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;18.0;AFITF - Agence de financement des infrastructures de transport de France;12.0;Taxe de solidarité sur les billets d'avion;110000000.0;230000000.0;0.0;163000000.0;230000000.0;0.0;252000000.0;252000000.0;0.0;LFI 2020
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;142.0;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part départementale;185.0;Taxe sur les remontées mécaniques;660156.0;;;660156.0;;;20892838.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;390729176.0;;;131.0;Comité professionnel des stocks stratégiques pétroliers;167.0;Rémunération pour services rendus au comité professionnel des stocks stratégiques pétroliers;383500000.0;;;420000000.0;;;420000000.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;498408392.0;;;183.0;Etablissement public foncier local du département de l'Oise;20.0;Taxes spéciales d'équipement;5475000.0;;;6542720.0;;;0.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;321549941.0;;;30.0;Comité de développement et de promotion de l'habillement - DEFI;38.0;Taxe pour le développement des industries de l'habillement;11000000.0;;;11000000.0;;;11000000.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;140.0;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part communale;180.0;Taxe communale sur la consommation finale d'électricité (TCFE);911821659.0;;;1300000000.0;;;1066455054.0;;;
Secteur local;Départements;Département;;;;139.0;Communes et départements (part départementale);177.0;Redevance proportionnelle sur l'énergie hydraulique;782584.0;;;782584.0;;;3430302.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024.0;;;99.0;CNAMTS;281.0;Contribution exceptionnelle des organismes complémentaires en santé aux dépenses liées à la gestion de l'épidémie de Covid-19;0.0;;;0.0;;;0.0;;;
Autres bénéficiaires;Associations;Association déclarée;314389040.0;;;90.0;AGS - Association pour la gestion du régime d'assurance des créances des salariés;85.0;Contribution des employeurs à l'association pour la gestion du régime d'assurance des créances des salariés (AGS);907395885.0;;;907395885.0;;;907395885.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;;;;8.0;FSD - Fonds de solidarité pour le développement géré par l'Agence française de développement (AFD) - suivi MAED;13.0;Taxe sur les transactions financières - fraction affectée de la ressource État;528000000.0;528000000.0;0.0;277000000.0;277000000.0;0.0;277000000.0;277000000.0;0.0;LFI 2013 et de la LFR-III 2012
Secteur local;Communes;Commune et commune nouvelle;;;;136.0;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part communale;183.0;Taxe de séjour, taxe de séjour forfaitaire;156557950.0;;;156557950.0;;;313870794.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;180092561.0;;;117.0;CNSA;136.0;Contribution sociale généralisée (CSG);30509000000.0;;;31739000000.0;;;31157000000.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;136.0;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part communale;188.0;Taxes sur les friches commerciales;0.0;;;0.0;;;0.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;130014442.0;Justice;310 Conduite et pilotage de la politique de la justice;43.0;AGRASC - Agence de gestion et de recouvrement des avoirs saisis et confisqués;62.0;Fraction des produits annuels de la vente de biens confisqués;105133037.0;9900000.0;95233037.0;100000000.0;9900000.0;90100000.0;100000000.0;9900000.0;90100000.0;LFI 2012
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;135.0;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre;175.0;Participation pour non réalisation d'aires de stationnement;56539.0;;;56539.0;;;78328.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035065.0;;;111.0;CNAF;125.0;Taxe exceptionnelle sur la réserve de capitalisation (exit-tax);0.0;;;0.0;;;0.0;;;
Organismes d'administration centrale;Opérateurs État;Établissement public national à caractère administratif;180092272.0;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;110.0;CGLLS - Caisse de garantie du logement locatif social;122.0;Cotisation additionnelle versée par les organismes HLM et les SEM;67500000.0;;;57938000.0;;;55000000.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;494057722.0;;;76.0;Etablissement public foncier local du Grand Toulouse;20.0;Taxes spéciales d'équipement;13500000.0;;;12678250.0;;;12678250.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024.0;;;99.0;CNAMTS;133.0;Fraction de Taxe de solidarité additionnelle (TSA);5608337632.0;;;5776587761.0;;;5453896001.0;;;
Autres bénéficiaires;Autres personnes morales de droit privé;Autre personne morale de droit privé;377789060.0;;;151.0;FGTI - Fonds de garantie des victimes d'actes terroristes et autres infractions;209.0;Prélèvement sur les contrats d'assurance de biens;582100000.0;;;582121000.0;;;598300000.0;;;
Secteur local;Communes;Commune et commune nouvelle;;;;130.0;Communes concernées;166.0;Fraction du Prélèvement sur les mises de jeux de cercle en ligne affectée aux communes dans le ressort territorial desquelles sont ouverts au public un ou plusieurs casinos;11000000.0;;;11000000.0;;;0.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445.0;;;120.0;"CCMSA (non salariés-vieillesse et maladie) jusqu'en 2016; CCMSA (non salariés-vieillesse, maladie et RCO) en 2017";115.0;Droits de consommation sur les alcools;2269053675.0;;;2288636556.0;;;2270000000.0;;;
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024.0;;;105.0;"CNAMTS jusqu'en 2017; CNAMTS et ACOSS en 2018";138.0;TVA nette;57235000000.0;;;60247000000.0;;;57083072588.0;;;
Secteur local;Régions;Région;237500079.0;;;176.0;Région Ile-de-France;182.0;Taxe d’aménagement;53984927.0;;;53984927.0;;;54155880.0;;;
Secteur local;Régions;Région;237500079.0;;;176.0;Région Ile-de-France;21.0;Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement annexées à ces catégories de locaux perçue dans la région Ile-de-France;212938000.0;;;212938000.0;;;231805254.0;;;
Secteur local;Départements;Département;;;;133.0;Départements d'Outre-mer;173.0;Droits de consommation sur les tabacs (DOM);143845400.0;;;143845400.0;;;10475214.0;;;
Secteur local;Organismes consulaires;Organisme consulaire;;;;31.0;CRMA (incl. Alsace et Moselle);40.0;TA-CFE - fraction CRMA de la Taxe additionnelle à la cotisation foncière des entreprises pour frais de chambre régionale de métiers et d'artisanat;236747858.0;203149000.0;33598858.0;236747858.0;196149000.0;40598858.0;236748000.0;167149000.0;69599000.0;LFR 2017 et LFI 2018
Secteur social;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035032.0;;;126.0;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";146.0;Contribution sur les régimes de retraite conditionnant la constitution de droits à prestations à l’achèvement de la carrière du bénéficiaire dans l’entreprise;211292446.0;;;221012503.0;;;209571018.0;;;
